Concurso;Local;Data do Sorteio;Coluna 1;Coluna 2;Coluna 3;Coluna 4;Coluna 5;Coluna 6;Ganhadores Faixa 1;Ganhadores Faixa 2;Ganhadores Faixa 3;Rateio Faixa 1;Rateio Faixa 2;Rateio Faixa 3;Cidade;;Valor Arrecadado;Estimativa para o próximo concurso;Valor Acumulado Próximo Concurso;Acumulado;Sorteio Especial;Observação
;;;;;;;;;;;;;;;;;;;;;;
1122;PARNAÃBA, PI;31/10/2009;26;44;46;49;55;56;0;20;2425;0;56270,34;662,97;;;19222788;4000000;41424989,69;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1123;SANTA MARIA, RS;04/11/2009;4;14;19;39;45;60;0;51;3386;0;20674,9;444,86;;;18010282;6000000;41702468,69;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1124;SANTA MARIA, RS;07/11/2009;7;11;16;18;33;49;0;122;7528;0;12110,47;280,37;;;25236404;20000000;42091278,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1125;SÃƒO MIGUEL DO OESTE, SC;11/11/2009;3;7;29;33;42;56;1;263;11744;19093732,19;7314,59;234;RIO DE JANEIRO;RJ;32858866;2500000;42597525,04;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1126;SÃƒO MIGUEL DO OESTE, SC;14/11/2009;4;31;42;52;57;59;0;21;2186;0;55019,03;755,06;;;19735086;5000000;42901577,57;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1127;RIO NEGRO, PR;18/11/2009;5;8;14;24;29;30;3;152;7135;1463875,35;8083,07;245,99;RIO DE JANEIRO;RJ;20985848;2000000;43224900,21;NAO;SIM;
;;;;;;;;;;;;;;;PORTO ALEGRE;RS;;;;;;
;;;;;;;;;;;;;;;SÃƒO BERNARDO DO CAMPO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1128;RIO NEGRO, PR;21/11/2009;8;16;24;39;52;60;1;43;3389;1903809,92;24034,81;435,65;SETE LAGOAS;MG;17652896;2000000;43496873,07;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1129;DOIS VIZINHOS, PR;25/11/2009;12;17;19;32;47;55;0;75;4068;0;12933,06;340,63;;;16567972;12000000;43752130,84;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1130;DOIS VIZINHOS, PR;28/11/2009;5;18;23;32;49;54;0;279;9245;0;5751,46;247,95;;;27408748;15000000;44174409,16;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1131;RIBEIRÃƒO PRETO,, SP;02/12/2009;1;8;16;34;36;49;0;119;7753;0;16728,24;366,8;;;34001962;20000000;44698267,16;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1132;SERTÃƒOZINHO, SP;05/12/2009;12;27;30;33;52;55;0;104;7799;0;21594,12;411,36;;;38359728;24000000;45289263,93;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1133;VOTUPORANGA, SP;09/12/2009;5;10;16;21;39;58;1;111;8648;23878446,59;19679,6;360,84;Montes Claros;MG;37311790;2500000;45864115,44;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1134;VOTUPORANGA, SP;12/12/2009;9;22;29;36;51;56;0;53;3770;0;23806,49;478,11;;;21551532;16000000;46196153,41;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1135;PRUDENTÃ“POLIS, PR;16/12/2009;4;5;6;19;23;39;1;127;9233;16270571,71;13646,69;268,15;VITÃ“RIA;ES;29603144;2000000;46652240,14;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1136;PRUDENTÃ“POLIS, PR;19/12/2009;7;31;32;34;37;43;0;41;4242;0;30316,49;418,59;;;21230956;5000000;46979339,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1137;TUBARÃƒO, SC;22/12/2009;19;21;25;28;43;50;0;33;2763;0;25712,12;438,7;;;14493008;6000000;47202628,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1138;TUBARÃƒO, SC;24/12/2009;2;4;15;18;25;36;0;118;6796;0;9499,16;235,62;;;19145820;7500000;47497602,38;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1139;TUBARÃƒO, SC;26/12/2009;9;28;31;36;37;42;0;25;2049;0;31748,14;553,37;;;13557048;120000000;61731493,11;SIM;SIM;"""URGENTE: O ENCERRAMENTO DAS APOSTAS PARA A MEGA-SENA DA VIRADA, CONCURSO 1140, SERÃ AS 14 HORAS, HORÃRIO DE BRASÃLIA, DO DIA 31/12/2009""."
;;;;;;;;;;;;;;;;;;;;;;
1140;SÃƒO PAULO, SP;31/12/2009;10;27;40;46;49;58;2;734;55988;72450747,46;34724,23;650,33;BRASÃLIA;DF;435346884;1500000;0;NAO;SIM;
;;;;;;;;;;;;;;;SANTA RITA DO PASSA QUATRO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1141;TRAMANDAÃ, RS;02/01/2010;9;37;40;50;58;60;0;6;683;0;54748,35;687,07;;;5610856;2000000;86444,79;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1142;PENEDO, AL;06/01/2010;3;15;26;28;31;58;0;66;3640;0;15347,72;397,54;;;17301930;5000000;353010,42;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1143;PENEDO, AL;09/01/2010;3;30;35;44;47;60;0;52;3686;0;24432,56;492,4;;;21700966;7000000;687350,67;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1144;TORRES, RS;13/01/2010;1;10;18;19;44;49;0;92;6105;0;14090,42;303,33;;;22142094;15000000;1028487,25;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1145;TORRES, RS;16/01/2010;3;16;19;24;33;60;1;129;8734;14836725,73;13095,79;276,31;BRASÃLIA;DF;28855462;2000000;1473054,66;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1146;MACEIÃ“, AL;20/01/2010;6;10;28;33;34;53;0;53;3641;0;18010,8;374,53;;;16304810;4000000;1724257,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1147;MACEIÃ“, AL;23/01/2010;6;23;31;33;39;52;0;30;3040;0;40732,25;574,23;;;20872116;7000000;2045828,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1148;CERQUEIRA CÃ‰SAR, SP;27/01/2010;27;28;29;32;48;55;0;37;3792;0;33116,63;461,61;;;20929302;9000000;2368279,83;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1149;CERQUEIRA CESAR, SP;30/01/2010;7;8;23;36;46;54;0;91;6998;0;16567,3;307,76;;;25751354;20000000;2765023,19;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1150;ITU, SP;03/02/2010;15;17;28;31;35;52;0;58;5033;0;30422,46;500,83;;;30139020;24000000;3229366;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1151;ITU, SP;06/02/2010;1;4;14;21;25;51;0;101;7455;0;20457,88;395,94;;;35293022;28000000;3773114,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1152;SANTOS, SP;10/02/2010;14;20;29;36;44;47;0;99;6884;0;21940,52;450,75;;;37101290;32000000;4344723,37;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1153;SANTOS, SP;13/02/2010;6;17;19;34;46;55;0;148;9655;0;16706,38;365,84;;;42232896;34000000;4995392,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1154;GUARUJÃ, SP;17/02/2010;4;12;14;21;26;28;0;141;8206;0;10837,51;266,02;;;26100894;52000000;5397521,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1155;GUARUJÃ, SP;20/02/2010;20;28;40;41;51;58;0;76;6061;0;47668,53;853,89;;;61880258;61000000;6350892,01;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1156;FLORIANÃ“POLIS, SC;24/02/2010;9;24;31;44;48;49;0;210;15420;0;21432,57;416,97;;;76877700;70000000;7535323,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1157;FLORIANÃ“POLIS, SC;27/02/2010;9;29;41;43;46;49;4;248;19079;18179694,01;24207,8;449,52;BRASÃLIA;DF;102544866;2500000;9115201,42;NAO;SIM;
;;;;;;;;;;;;;;;CONSELHEIRO LAFAIETE;MG;;;;;;
;;;;;;;;;;;;;;;JUNDIAÃ;SP;;;;;;
;;;;;;;;;;;;;;;SÃƒO PAULO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1158;SÃƒO JOÃƒO BATISTA, SC;03/03/2010;23;30;31;54;55;60;0;38;2442;0;33658,71;748,23;;;21846804;5000000;9451788,55;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1159;SÃƒO JOÃƒO BATISTA, SC;06/03/2010;5;6;34;46;53;55;0;72;7628;0;23949,93;322,94;;;29453948;30000000;9905576,66;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1160;DIONÃSIO CERQUEIRA, SC;10/03/2010;1;3;5;18;40;48;1;118;10504;29887804,73;20792,97;333,69;RECIFE;PE;41908820;2000000;10551253,23;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1161;DIONÃSIO CERQUEIRA, SC;13/03/2010;4;7;42;47;48;51;0;43;4214;0;30752,91;448,29;;;22587152;5000000;10899246,69;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1162;FRANCISCO BELTRÃƒO, PR;17/03/2010;18;22;25;30;31;41;0;43;3308;0;32527,61;604,02;;;23890622;8000000;11267322,32;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1163;FRANCISCO BELTRÃƒO, PR;20/03/2010;5;17;31;47;51;53;0;72;6107;0;23479,92;395,46;;;28875932;12000000;11712205,12;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1164;UNIÃƒO DA VITÃ“RIA, PR;24/03/2010;6;14;17;26;40;49;0;56;5145;0;30323,49;471,5;;;29005080;25000000;12159077,66;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1165;UNIÃƒO DA VITÃ“RIA, PR;27/03/2010;20;40;42;52;54;60;0;70;3923;0;31855,07;812;;;38087576;30000000;12745881,47;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1166;JACAREÃ, SP;31/03/2010;22;28;30;31;35;54;0;86;6211;0;27930;552,47;;;41027618;35000000;13377981,62;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1167;JACAREÃ, SP;03/04/2010;20;28;43;51;52;56;0;44;4342;0;52834,93;764,86;;;39708236;39000000;13989754,45;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1168;CAFELÃ‚NDIA, SP;07/04/2010;4;5;20;47;53;56;0;97;8380;0;30457,03;503,63;;;50462180;47000000;14767210,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1169;CAFELÃ‚NDIA, SP;10/04/2010;1;11;14;23;42;48;1;179;12185;46206248,49;20559,27;431,45;TUPASSI;PR;62859000;19000000;15735659,74;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1170;TRÃŠS LAGOAS, MS;14/04/2010;11;13;27;34;46;49;1;228;10746;19095125,12;7995,63;242,34;RIO DE JANEIRO;RJ;31138258;2000000;16215397,51;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1171;TRÃŠS LAGOAS, MS;17/04/2010;3;10;13;30;41;57;0;79;5610;0;16796,08;337,88;;;22664280;5000000;16564579,25;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1172;JACIARA, MT;20/04/2010;6;12;28;43;52;56;0;90;6438;0;12059,64;240,83;;;18538888;7000000;16850202,32;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1173;CÃCERES, MT;24/04/2010;5;7;24;25;36;47;0;140;9619;0;11754,52;244,4;;;28108632;10000000;17283263,55;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1174;CÃCERES, MT;28/04/2010;6;7;39;47;51;52;0;38;4174;0;44358,87;576,91;;;28791936;22000000;17726852,25;SIM;SIM;ATENÃ‡ÃƒO! DEVIDO AO FERIADO DE 1Âº DE MAIO, O CONCURSO 1175 FOI ANTECIPADO PARA SEXTA-FEIRA, DIA 30/04/2010.
;;;;;;;;;;;;;;;;;;;;;;
1175;CÃCERES, MT;30/04/2010;2;3;12;16;37;47;0;77;6958;0;23254,42;367,63;;;30584616;26000000;18198060,21;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1176;SÃƒO GABRIEL DO OESTE, MS;05/05/2010;11;14;21;30;33;49;0;102;7379;0;23255,21;459,22;;;40516056;33000000;18822278,89;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1177;SÃƒO GABRIEL DO OESTE, MS;08/05/2010;33;38;47;50;52;55;1;78;6269;32015488,03;34840,8;619,27;SÃƒO PAULO;SP;46418328;2000000;19537432,09;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1178;MARINGÃ, PR;12/05/2010;1;22;30;45;50;53;0;27;2330;0;42621,06;705,56;;;19655986;5000000;19840265,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1179;MARINGÃ, PR;15/05/2010;5;22;28;47;59;60;0;99;5765;0;15119,91;370,92;;;25567678;20000000;20234179,49;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1180;SANTA RITA DO PASSA QUATRO, SP;19/05/2010;12;30;34;44;57;60;0;70;5176;0;27747,38;536,07;;;33176212;24000000;20745315,4;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1181;SANTA RITA DO PASSA QUATRO, SP;22/05/2010;18;20;26;31;44;45;0;67;5964;0;35528,46;570,18;;;40659128;29000000;21371738,34;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1182;BRASÃLIA, DF;26/05/2010;2;4;29;52;56;60;0;82;7157;0;29243,72;478,64;;;40959376;34000000;22002787,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1183;EMBU, SP;29/05/2010;5;10;12;20;29;37;4;545;21948;8393631,32;5264,03;186,73;RIO DE JANEIRO;RJ;49002816;2500000;22757758,73;NAO;SIM;
;;;;;;;;;;;;;;;SÃƒO BERNARDO DO CAMPO;SP;;;;;;
;;;;;;;;;;;;;;;SÃƒO PAULO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1184;CAMPOS DOS GOYTACAZES, RJ;02/06/2010;4;9;23;27;28;30;0;134;7342;0;8850,14;230,75;;;20256366;18000000;23069842,46;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1185;CAMPOS DOS GOYTACAZES, RJ;05/06/2010;2;10;21;35;43;54;0;96;5571;0;17861,3;439,69;;;29288102;22000000;23521075,43;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1186;MACAÃ‰, RJ;09/06/2010;7;8;12;13;15;41;1;196;12126;21726964,78;10820,67;249,85;SÃƒO PAULO;SP;36225720;1500000;24079194,19;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1187;MACAÃ‰, RJ;12/06/2010;8;17;19;40;43;49;0;42;4013;0;29259,35;437,46;;;20990400;5000000;24402586,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1188;ITAPERUNA, RJ;16/06/2010;9;20;44;52;59;60;0;32;3164;0;37874,46;547,21;;;20701566;7000000;24721529,75;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1189;ITAPERUNA, RJ;19/06/2010;14;21;27;31;35;50;0;44;4064;0;34335,73;531,06;;;25805114;20000000;25119101,38;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1190;SÃƒO JOÃƒO DA BARRA, RJ;23/06/2010;10;11;19;37;53;56;2;146;7261;9806336,06;12331,72;354,22;SÃƒO GONÃ‡ALO DO RIO ABAIXO;MG;30752700;2000000;25592898,97;NAO;SIM;
;;;;;;;;;;;;;;;CARLÃ“POLIS;PR;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1191;SÃƒO JOÃƒO DA BARRA, RJ;26/06/2010;3;11;16;22;25;33;0;138;6525;0;7708,45;232,89;;;18169908;4000000;25872837,29;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1192;RIBEIRÃƒO PRETO, SP;30/06/2010;17;20;49;52;57;59;0;34;2691;0;33493,09;604,53;;;19450952;6500000;26172512,25;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1193;RIBEIRÃƒO PRETO, SP;03/07/2010;2;9;12;14;32;54;0;72;5845;0;18268,32;321,47;;;22466636;9000000;26518648,95;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1194;ANDRADINA, SP;07/07/2010;6;13;24;41;50;53;0;54;4511;0;27420,66;468,92;;;25291720;21000000;26908310,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1195;ANDRADINA, SP;10/07/2010;17;20;26;27;55;57;1;63;4448;20642817,77;30696,54;621,1;MOMBAÃ‡A;CE;33032140;2000000;27417227,11;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1196;ITUIUTABA, MG;14/07/2010;3;6;19;20;58;60;0;85;5086;0;12208,59;291,48;;;17725202;5000000;27690313,98;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1197;ITUIUTABA, MG;17/07/2010;36;37;39;49;54;60;0;35;2662;0;37329,11;701,14;;;22316318;7000000;28034134,77;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1198;IPAMERI, GO;21/07/2010;22;29;36;41;48;58;0;52;3708;0;26438,48;529,66;;;23482624;9500000;28395924,5;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1199;IPAMERI, GO;24/07/2010;16;19;23;28;39;58;0;71;5692;0;22554,66;401,91;;;27352780;22000000;28817340,54;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1200;ARUANÃƒ, GO;28/07/2010;3;10;11;39;54;56;1;91;6489;21815376,29;21564,27;432,01;SÃƒO PAULO;SP;33518376;2000000;29333748,06;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1201;ARUANÃƒ, GO;31/07/2010;28;32;36;49;55;60;0;67;3425;0;16653,27;465,38;;;19058168;5000000;29627371,53;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1202;PATROCÃNIO, MG;04/08/2010;8;9;11;48;53;60;0;63;4195;0;19441,55;417,1;;;20920800;7000000;29949692;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1203;PATROCÃNIO, MG;07/08/2010;7;9;30;33;38;55;0;99;6138;0;14840,8;341,95;;;25095694;10000000;30336333,81;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1204;BAURU, SP;11/08/2010;5;10;25;39;43;52;0;95;6613;0;16192,71;332,31;;;26275440;22000000;30741151,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1205;BAURU, SP;14/08/2010;4;13;14;26;29;35;0;141;9645;0;15034,23;313,97;;;36208214;27000000;31299000,65;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1206;INDAIATUBA, SP;18/08/2010;2;6;11;36;37;48;0;112;8526;0;20172,5;378,55;;;38590864;31000000;31893558,47;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1207;INDAIATUBA, SP;21/08/2010;9;11;22;32;35;56;0;108;8377;0;24942,19;459,37;;;46011358;37000000;32602441,61;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1208;CAÃ‡APAVA, SP;25/08/2010;1;12;20;26;45;54;0;125;9464;0;24276,47;458,06;;;51832516;43000000;33401009,57;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1209;CAÃ‡APAVA, SP;28/08/2010;5;14;17;30;35;38;0;251;16146;0;14955,49;332,13;;;64118190;70000000;34388859,2;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1210;SANTA ROSA DE VITERBO, SP;01/09/2010;3;7;9;10;31;34;0;993;57447;0;7346,2;181,4;;;124600180;85000000;36308536,62;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1211;SANTA ROSA DE VITERBO, SP;04/09/2010;3;15;31;36;48;54;7;981;44163;13217564,89;10616,29;336,88;RIO DE JANEIRO;RJ;177888800;2000000;39049215,76;NAO;SIM;
;;;;;;;;;;;;;;;BOTUCATU;SP;;;;;;
;;;;;;;;;;;;;;;MANDURI;SP;;;;;;
;;;;;;;;;;;;;;;OSASCO;SP;;;;;;
;;;;;;;;;;;;;;;PRAIA GRANDE;SP;;;;;;
;;;;;;;;;;;;;;;RibeirÃ£o Preto;SP;;;;;;
;;;;;;;;;;;;;;;SÃƒO PAULO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1212;FEIRA DE SANTANA, BA;08/09/2010;2;23;33;35;40;50;0;28;2326;0;38564,29;663,18;;;18443790;4000000;39333373,68;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1213;FEIRA DE SANTANA, BA;11/09/2010;3;11;26;34;45;53;0;111;6156;0;14827,5;381,93;;;28112394;8000000;39766492,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1214;TEIXEIRA DE FREITAS, BA;15/09/2010;5;29;30;36;41;48;0;87;6593;0;20055,78;378,07;;;29803386;40000000;40225664,67;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1215;TEIXEIRA DE FREITAS, BA;18/09/2010;10;25;30;47;50;51;0;144;10052;0;21544,81;440,91;;;52992216;46000000;41042099,78;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1216;VIDEIRA, SC;22/09/2010;4;7;13;25;27;58;0;555;26524;0;6029,59;180,23;;;57159394;53000000;41922737,34;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1217;VIDEIRA, SC;25/09/2010;5;11;15;28;43;50;0;266;16184;0;15239,05;357,81;;;69238306;61000000;42989471,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1218;CRUZEIRO, SP;29/09/2010;10;23;29;31;33;46;0;211;17290;0;23992,46;418,27;;;86469726;75000000;44321684,07;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1219;CRUZEIRO, SP;02/10/2010;2;33;34;37;41;53;0;220;17919;0;28644,89;502,4;;;107640740;115000000;45980072,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1220;CATALÃƒO, GO;06/10/2010;5;15;43;48;52;55;1;377;30478;119142144,27;28258,54;499,35;FONTOURA XAVIER;RS;181969176;3000000;48783616,75;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1221;CATALÃƒO, GO;09/10/2010;5;14;37;43;46;58;0;102;5864;0;15007,28;372,91;;;26146224;6000000;49186443,74;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1222;CAMBÃ‰, PR;13/10/2010;5;8;19;26;48;57;0;121;7404;0;11735,29;273,97;;;24254156;8000000;49560120,23;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1223;CAMBÃ‰, PR;16/10/2010;15;17;35;42;47;48;0;358;9411;0;5816,15;316,07;;;35565226;13000000;50108062,95;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1224;SÃƒO RAIMUNDO NONATO, PI;20/10/2010;19;21;27;41;53;57;1;124;6867;13344577,42;17833,09;460,02;CARAPICUIBA;SP;37770716;23000000;50689985;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1225;SÃƒO RAIMUNDO NONATO, PI;23/10/2010;31;32;34;40;50;55;1;36;3825;24970852,82;64045,66;861,11;BELO HORIZONTE;MG;39382110;2000000;51296733,3;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1226;JUAZEIRO DO NORTE, CE;27/10/2010;10;31;40;50;55;56;0;57;9917;0;22714,31;186,5;;;22114710;5000000;51637447,99;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1227;JUAZEIRO DO NORTE, CE;30/10/2010;4;28;30;31;35;54;1;463;5301;5445377,96;3588,23;447,71;FORTALEZA;CE;28377038;1600000;52074644,47;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1228;TAUÃ, CE;03/11/2010;10;23;36;50;52;60;0;43;3050;0;24741,5;498,3;;;18171942;5000000;52354614,11;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1229;TAUÃ, CE;06/11/2010;12;30;32;40;49;60;0;42;2827;0;38879,24;825,16;;;27891626;18000000;52784332;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1230;BALSAS, MA;10/11/2010;9;12;19;22;35;37;0;110;9272;0;18549,8;314,38;;;34852882;22000000;53321299,85;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1231;BALSAS, MA;13/11/2010;5;20;23;27;39;49;1;161;9961;22383261,66;14975,94;345,79;SÃƒO PAULO;SP;41183828;2000000;53955806,69;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1232;Porto Nacional, TO;17/11/2010;8;11;12;15;18;22;0;161;7374;0;6658,4;207,68;;;18310616;4500000;54237912,84;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1233;Porto Nacional, TO;20/11/2010;22;29;32;49;54;59;0;33;3057;0;43459,53;670,2;;;24496594;8000000;54615324,5;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1234;Natividade, TO;24/11/2010;3;5;19;24;30;35;0;120;9102;0;12853,8;242,09;;;26346304;21000000;55021234,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1235;Natividade, TO;27/11/2010;10;16;20;26;49;55;0;83;6028;0;25186,56;495,42;;;35707024;25000000;55571361,42;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1236;RIO NEGRINHO, SC;01/12/2010;3;8;17;20;38;53;0;136;9270;0;16352,7;342,72;;;37987018;30000000;56156615,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1237;Rio Negrinho, SC;04/12/2010;5;18;21;26;39;59;1;132;9303;30150521,09;20161,75;408,67;SERINGUEIRAS;RO;45457850;2000000;56856971,38;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1238;Guarulhos, SP;08/12/2010;13;14;24;39;40;45;0;41;3065;0;28938,22;553;;;20265740;5000000;57169199,54;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1239;Guarulhos, SP;11/12/2010;1;15;37;39;48;52;0;57;3794;0;27226,64;584,35;;;26507920;20000000;57577599,08;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1240;COLÃDER, MT;15/12/2010;8;9;12;22;42;49;0;123;8257;0;15840,7;337,1;;;33280228;24000000;58090337,54;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1241;COLÃDER, MT;18/12/2010;10;13;25;26;28;45;0;181;12556;0;12479,72;257;;;38582506;26000000;58684766,59;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1242;Volta Redonda, RJ;20/12/2010;11;34;45;48;51;54;0;19;2046;0;46855,32;621,59;;;15206152;29000000;58919043,21;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1243;Volta Redonda, RJ;22/12/2010;9;19;23;29;32;57;0;139;8401;0;15365,51;363,18;;;36481150;34000000;59481097,3;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1244;VOLTA REDONDA, RJ;24/12/2010;2;8;15;25;34;45;0;124;9080;0;16432,85;320,59;;;34804982;200000000;104122626;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1245;SÃ£o Paulo, SP;31/12/2010;2;10;34;37;43;50;4;1561;94921;48598800,01;17722,09;416,34;CARIACICA;ES;472524744;2000000;0;NAO;SIM;
